MemberID,EmploymentLength,EmploymentTitle,HomeOwnership
985714,6 years,State Compensation Insurance Fund,RENT
916449,< 1 year,j & j,RENT
877368,5 years,Baltimore County Public Schools,RENT
995412,10+ years,City of Zeigler,RENT
999081,3 years,Tremont Crotona Daycare Center,RENT
728065,7 years,wdw,RENT
1188956,9 years,ICN FULL TIME SCHOOL,RENT
836031,4 years,Regional Ambulance,RENT
772073,1 year,Wells Fargo,RENT
676166,2 years,essex county dept. of corrections,RENT
647501,6 years,First Quality Tissue,RENT
1049608,< 1 year,Park 52,RENT
734402,5 years,"Prospect Mortgage, LLC",RENT
1094129,1 year,Ovations food service,RENT
947272,10+ years,san diego city schools,RENT
892705,10+ years,DEPT OF VETERANS AFFAIRS,RENT
921284,2 years,head start of lane county,RENT
740941,3 years,Dr. Howard Fisher,RENT
975456,4 years,Print Media,RENT
908257,5 years,"Structure Tone, Inc.",RENT
846808,< 1 year,Card Data Services,RENT
722735,< 1 year,Round House Theatre,RENT
1244271,< 1 year,BCBG MAXAZRIA Group,RENT
1279150,< 1 year,Four Food Studio,RENT
806525,< 1 year,Whitfield school,RENT
998510,7 years,US ARMY,RENT
1111619,1 year,City of Costa Mesa,RENT
1199840,10+ years,Publix Supermarkets,RENT
744358,2 years,SimplexGrinnell,RENT
920554,2 years,L3 Integrated Systems,RENT
1011118,4 years,walgreens,RENT
1239111,4 years,Travelers Insurance Co.,RENT
1053152,1 year,Plaza Private Residences,RENT
994941,10+ years,verizon,RENT
848397,2 years,Road Ranger,RENT
837884,2 years,jp morgan chase,RENT
837039,8 years,McCamey ISD,RENT
1083946,< 1 year,Infusiohn Brands Inc,RENT
713433,2 years,St John's EMS,RENT
735607,1 year,Government Liquidation,RENT
954867,1 year,Home Goods,RENT
713425,10+ years,LABIOMED,RENT
1044275,10+ years,United States Navy,RENT
1029183,2 years,US Bank,RENT
863973,3 years,"ARPE Engineering, Inc",RENT
823955,3 years,Farmer Brothers Coffee Co.,RENT
817116,4 years,Bonland Industries,RENT
740189,5 years,ISO,RENT
694919,5 years,Republic First Bank,RENT
773310,5 years,Gensler,RENT
899103,6 years,Bob Barker Company,RENT
1270648,7 years,Harleysville Insurance Company,RENT
1038100,< 1 year,Hyatt Regency Orange County,RENT
874037,10+ years,Hampden Bank,RENT
1287196,5 years,newmark knight frank,RENT
980988,10+ years,Lavie,RENT
901139,10+ years,Department of Education,RENT
931060,10+ years,,RENT
1266995,3 years,CLTCEC,RENT
1223033,3 years,Ruby Tuesday,RENT
1260665,6 years,Bodywaves,RENT
981657,8 years,US Army,RENT
727508,< 1 year,Prospect Genius,RENT
1006887,< 1 year,Greek America Foundation,RENT
888108,< 1 year,Missouri Division of Youth Services,RENT
1031445,< 1 year,Ron LeMaster Insurance,RENT
1233165,< 1 year,EvensonBest LLC,RENT
1053896,10+ years,Best Buy,RENT
828444,3 years,walt disney world,RENT
1219474,10+ years,Portland Terminal Railroad,RENT
1103094,10+ years,CITY OF NEW HAVEN,RENT
1202862,2 years,Mission Hospital,RENT
856723,3 years,Red Rocket Merchandising Corp,RENT
740952,3 years,indian valley ymca,RENT
1260144,6 years,Lindquist & Vennum,RENT
1035945,6 years,Beverly Hills Cafe,RENT
842982,8 years,New York City Department of Education,RENT
1058128,9 years,Wallace Appraisal Service,RENT
943855,9 years,IBM Corporation,RENT
747393,1 year,Farm Fresh To You,RENT
1241777,3 years,chelsea senior living,RENT
823901,1 year,Interval International,RENT
774800,10+ years,UCSF Dept. of Radiology,RENT
927839,10+ years,BIA-Division of Transportation,RENT
681695,2 years,hollywood transport,RENT
1252710,2 years,athletic fields of america,RENT
876806,3 years,Callaway Golf,RENT
671919,3 years,Abaca  Inc.,RENT
1272245,3 years,Caci,RENT
1251977,5 years,Northrop Grumman,RENT
760920,7 years,"erker security systems, inc.",RENT
872752,5 years,,RENT
1092506,7 years,Lincoln Square Synagogue,RENT
1194571,< 1 year,People's Capital,RENT
1287291,2 years,CH2MHill,RENT
1222081,3 years,union bank,RENT
722607,3 years,"Forester Properties, Inc.",RENT
765999,3 years,Builders FirstSource,RENT
971462,4 years,Carrington College,RENT
926771,5 years,Newmark Knight Frank,RENT
786871,5 years,us army,RENT
833038,6 years,torrance steel window co.,RENT
835469,9 years,City of Sacramento,RENT
1077261,< 1 year,Forward Management,RENT
747253,< 1 year,Sapient Corp,RENT
1034745,< 1 year,Copart,RENT
735297,10+ years,Ben E. Keith Foods,RENT
780251,10+ years,University of Arkansas,RENT
952719,2 years,Pixomondo LLC,RENT
932430,2 years,USM  Inc.,RENT
898128,3 years,Bed Bath and Beyond Eservice Center,RENT
1283310,6 years,B&N Construction,RENT
944341,< 1 year,Macy's,RENT
858457,2 years,Johnson Johnson construction,RENT
957815,< 1 year,Boston Beauty,RENT
867541,10+ years,Trident Mortgage,RENT
682858,2 years,day group,RENT
970346,1 year,Allstate,RENT
776957,1 year,aspen square management,RENT
1021886,10+ years,"Christian Dior Perfumes, LLC",RENT
937211,2 years,Mariposa Community Health Center,RENT
1268396,2 years,Datrose,RENT
823509,3 years,MGroup Consultants,RENT
934246,9 years,usxpress inc,RENT
761487,2 years,Power Engineers Inc.,RENT
890413,2 years,Richard King Insurance Agcy,RENT
1111239,1 year,apple,RENT
972712,1 year,GCRMC,RENT
869927,10+ years,"Frendel, Brown & Weissman LLP",RENT
1064929,10+ years,,RENT
958255,3 years,miami beach police dept,RENT
958473,4 years,NPL,RENT
729592,6 years,Duda Farm Fresh Foods,RENT
839379,< 1 year,tree frog data solutions  inc,RENT
1000853,< 1 year,Ameritox,RENT
674031,1 year,Tate Branch Dodge,RENT
1104570,2 years,PALS,RENT
1044880,3 years,Black Rabbit Bar,RENT
1288585,7 years,El Diario La Prensa,RENT
1233198,5 years,Nordstrom,RENT
864961,1 year,Thrillist.com,RENT
939706,3 years,Molisse Realty Group,RENT
985073,< 1 year,BILLABONG USA,RENT
1060176,1 year,Okonite,RENT
767696,10+ years,Brevard County Clerk of Courts,RENT
1009603,10+ years,US Army,RENT
821488,< 1 year,On Deck Capital,RENT
840042,2 years,Colliers International,RENT
1261116,1 year,Columbia Hospital,RENT
840155,3 years,Ocean Health Initiatives,RENT
672800,7 years,conicelli toyota,RENT
737013,3 years,Acs,RENT
1065744,2 years,La Stalla,MORTGAGE
1286076,8 years,look after hair company,MORTGAGE
869154,3 years,Intelitek Inc.,MORTGAGE
1108939,10+ years,Global Crossing,MORTGAGE
969189,8 years,Town of Islip,MORTGAGE
678872,9 years,Franklin County,MORTGAGE
987126,10+ years,Columbia Bank,MORTGAGE
782274,10+ years,Edmonds Community College,MORTGAGE
701037,8 years,KB Home,MORTGAGE
940307,10+ years,City of Beaverton,MORTGAGE
1208604,10+ years,Engineered Machined Products,MORTGAGE
802329,1 year,State of Texas,MORTGAGE
903527,4 years,Lykins Oil,MORTGAGE
1262015,6 years,,MORTGAGE
1213209,10+ years,chicago park district,MORTGAGE
874377,10+ years,Sherwood Foods,MORTGAGE
714023,6 years,QUICK STOP OIL CHANGE & TUNE UP,OWN
1043713,10+ years,cape cod hospital,OWN
691671,10+ years,Assumption Parish School Board,RENT
1098791,< 1 year,West Coast Trust,RENT
903939,10+ years,Paychex Inc,RENT
799544,5 years,Correctnet Inc.,RENT
1070992,< 1 year,BodySmith,RENT
1055299,2 years,The Home Depot RDC 5086,RENT
946270,3 years,Portfolio Recovery Associates,RENT
918478,10+ years,US POSTAL SERVICE,RENT
986090,10+ years,BCT PRINTING,RENT
909162,9 years,SELECTFORCE INC.,RENT
1077339,10+ years,TTM Technologies,RENT
1066441,3 years,"John. J. Kirlin, LLC",RENT
1019563,10+ years,1199SEIU Benefit and Pension Funds,RENT
1100044,10+ years,"Knight Industrial Supply, Inc.",MORTGAGE
680425,10+ years,Unviersity of Massachsuetts,MORTGAGE
1066810,10+ years,Stelzner Law Firm,MORTGAGE
852143,10+ years,,MORTGAGE
1079866,10+ years,capstone process systems,MORTGAGE
742877,5 years,Agrisolutions Inc,MORTGAGE
770866,5 years,Insignia Environmental,MORTGAGE
774917,5 years,Durham VA Medical Center,MORTGAGE
1075398,6 years,canvas systems,MORTGAGE
1066591,6 years,Lincoln Univeristy,MORTGAGE
1230435,7 years,Science Applications International Corp,MORTGAGE
768921,9 years,bmw maufacturing,MORTGAGE
774376,2 years,Erie Insurance,MORTGAGE
778535,3 years,Berge Mazda Volkswagen,MORTGAGE
781378,5 years,Verizon Wireless,MORTGAGE
770392,8 years,"K-Sea Hawaii, Inc.",MORTGAGE
772571,8 years,Dalyn Rug Company,MORTGAGE
774372,1 year,Greenville Hospital System,MORTGAGE
736050,7 years,Polk County School Board,MORTGAGE
775940,9 years,memorial sloan-kettering cancer center,MORTGAGE
833033,1 year,warrior energy,MORTGAGE
733647,1 year,United Medical Response,MORTGAGE
900870,1 year,Suddenlink Communications,MORTGAGE
899080,1 year,HART Mechanical,MORTGAGE
906957,10+ years,Compuware Corp,MORTGAGE
1074908,10+ years,Chadbourne & Parke LLP,MORTGAGE
935999,10+ years,US Army,MORTGAGE
830722,10+ years,Hanover Dental Lab,MORTGAGE
668504,10+ years,Briggs & Stratton Corporation,MORTGAGE
826138,10+ years,INTEL CORPORATION,MORTGAGE
896958,10+ years,Walton Co. Board of Education,MORTGAGE
1013573,10+ years,"Sileo & Company, LLC",MORTGAGE
722191,10+ years,Beaufort Board of Education,MORTGAGE
679653,10+ years,Unum,MORTGAGE
943384,10+ years,JPMorganChase,MORTGAGE
705066,10+ years,Ames Construction,MORTGAGE
703614,10+ years,Desert Radiologists,MORTGAGE
760328,2 years,Campus Apartments Inc,MORTGAGE
957220,2 years,Fleming and Wise Orthodontics,MORTGAGE
1066717,2 years,MacKay Shields,MORTGAGE
943914,2 years,Spirit Cruises,MORTGAGE
1031523,2 years,TNG Worldwide,MORTGAGE
766933,2 years,Waste Management,MORTGAGE
975955,2 years,Fentress & Barnes,MORTGAGE
754851,3 years,Arthur Middleton Capital Holdings,MORTGAGE
885406,3 years,Piercy Bowler Taylor & Kern,MORTGAGE
1094532,3 years,The Robert F. Kennedy Center,MORTGAGE
1004475,3 years,Our Lady Queen of Angels,MORTGAGE
904513,4 years,Alcon Laboratories,MORTGAGE
910565,4 years,Emerald Coast Aviation,MORTGAGE
946950,4 years,Force Capital Management,MORTGAGE
941006,4 years,Shelby County Commision,MORTGAGE
753458,4 years,cardinal,MORTGAGE
959496,5 years,Childs Automotive,MORTGAGE
1220162,5 years,LIBERTY MUTUAL INSURANCE,MORTGAGE
1218025,5 years,Swedish Medical Center,MORTGAGE
1201742,5 years,Granite Construction Inc,MORTGAGE
813472,5 years,CenturyLink,MORTGAGE
942453,6 years,Antelope Valley Hospital,MORTGAGE
908337,6 years,mohawk industries,MORTGAGE
904870,6 years,Dumas School District,MORTGAGE
971693,6 years,Shah Smith  and  Associates,MORTGAGE
1080501,7 years,Excalibur Exhibits,MORTGAGE
1230715,7 years,Mono County,MORTGAGE
1261623,9 years,Rent Florida Realty Inc.,MORTGAGE
714523,9 years,local union 3,MORTGAGE
919494,< 1 year,Allegheny Ludlum,MORTGAGE
1010856,< 1 year,Wellogic Inc,MORTGAGE
831225,< 1 year,infiniti of charlotte,MORTGAGE
1052922,10+ years,FedEX,MORTGAGE
893382,2 years,US Care Management,MORTGAGE
742416,8 years,Hamilton and Company,MORTGAGE
1221648,1 year,National Jewish Health,MORTGAGE
773978,10+ years,TMC Transportation,MORTGAGE
770053,10+ years,O-H-M BOCES,MORTGAGE
886487,10+ years,First American Title,MORTGAGE
822197,10+ years,ADP,MORTGAGE
853456,10+ years,city of st.petersburg,MORTGAGE
699036,10+ years,market basket,MORTGAGE
815751,10+ years,Silicon Graphics - SGI,MORTGAGE
708240,10+ years,Federal Bureau of Investigation,MORTGAGE
724034,10+ years,cooper's seafood house,MORTGAGE
1043221,10+ years,estes express lines,MORTGAGE
803399,2 years,A-1 AUTOMOTIVE REFINISH SUPPLY,MORTGAGE
847281,3 years,PPD,MORTGAGE
791307,3 years,Sikorsky Aircraft Corporation,MORTGAGE
953274,3 years,Market America,MORTGAGE
762275,4 years,Vector Wealth Management,MORTGAGE
981606,4 years,New England Motor Freight,MORTGAGE
903138,5 years,henry arnold ford co inc,MORTGAGE
997238,5 years,University of Chicago,MORTGAGE
720388,6 years,Children's Healthcare of Atlanta,MORTGAGE
839304,6 years,Phelps Dunbar LLP,MORTGAGE
864393,7 years,WLS Radio,MORTGAGE
1222446,8 years,National Cancer Institute,MORTGAGE
702160,9 years,Deborah Heart and Lung Center,MORTGAGE
1190911,9 years,Bulletin News LLC,MORTGAGE
976623,< 1 year,orlin and cohen,MORTGAGE
918019,< 1 year,Automation Tool Company,MORTGAGE
1137018,10+ years,St. Joseph's Regional Medical Center,MORTGAGE
962531,1 year,The Golden 1 Credit Union,MORTGAGE
1210604,1 year,Messco Building Supply,MORTGAGE
711518,10+ years,state of michigan,MORTGAGE
751135,10+ years,The Kroger Co Fred Meyer Jewelers,MORTGAGE
764689,10+ years,doublehplastics,MORTGAGE
922829,10+ years,CONTECH-CPI,MORTGAGE
694766,10+ years,Frozen Pet Ingredients,MORTGAGE
751275,5 years,UBS,MORTGAGE
818570,5 years,Fayetteville Technical Community College,MORTGAGE
827495,6 years,Anderson School District 5/ T.L. Hanna,MORTGAGE
758134,6 years,Brorsen Appraisal Service  P.C.,MORTGAGE
733133,6 years,Archbishop Molloy High School,MORTGAGE
1106085,8 years,Arthur J. Gallagher  and  Co.,MORTGAGE
766818,8 years,James Mikula D.D.S,MORTGAGE
1110816,8 years,demarest police dept,MORTGAGE
786884,< 1 year,"JC Patin Group, LLC",MORTGAGE
846074,< 1 year,Jeld-Wen Inc.,MORTGAGE
826308,< 1 year,verizon wireless,MORTGAGE
815590,10+ years,,MORTGAGE
859837,10+ years,Memorial Sloan-Kettering Cancer Center,MORTGAGE
939321,10+ years,fmc technologies,MORTGAGE
1105500,10+ years,US Army,MORTGAGE
736550,10+ years,American Electric Power,MORTGAGE
662856,3 years,Roster Financial,MORTGAGE
725399,4 years,"TAMKO Building Products, Inc.",MORTGAGE
707188,5 years,St. Jude Medical,MORTGAGE
1210784,< 1 year,"Pedicons, Inc.",MORTGAGE
829772,10+ years,Arlington ISD,MORTGAGE
781925,10+ years,wood group,MORTGAGE
747116,10+ years,Team Detroit,MORTGAGE
973177,1 year,Hyatt,MORTGAGE
1188993,1 year,TRX,MORTGAGE
1238814,1 year,Envoy Mortgage,MORTGAGE
909936,10+ years,Cass Information Systems,MORTGAGE
938138,10+ years,Tim McCarter Plumbing Inc,MORTGAGE
819480,10+ years,AIR FORCE,MORTGAGE
697781,10+ years,ISD 701 Hibbing public schools,MORTGAGE
893350,10+ years,Case Western Reserve University,MORTGAGE
871700,10+ years,Slone Lumber and Millwork,MORTGAGE
977695,10+ years,US Army,MORTGAGE
724778,10+ years,County of Sacramento (SETA),MORTGAGE
935603,2 years,Kiewit Infrastructure West Co.,MORTGAGE
840320,2 years,Halliburton,MORTGAGE
733170,2 years,St. John Properties  Inc.,MORTGAGE
762329,2 years,,MORTGAGE
806527,2 years,MedAssurant,MORTGAGE
1111063,3 years,"Vangent, Inc.",MORTGAGE
989032,3 years,Demandware,MORTGAGE
849058,4 years,FRC East,MORTGAGE
973033,6 years,Pulaski County Treasurer,MORTGAGE
842879,7 years,Chaminade College Preparatory,MORTGAGE
1047215,7 years,Colbert Packaging,MORTGAGE
888468,< 1 year,Lime Rock Partners LP,MORTGAGE
801280,< 1 year,Wells Fargo Bank,MORTGAGE
1260866,10+ years,U. S Army,MORTGAGE
968547,10+ years,Washington Real Estate Investment Trust,MORTGAGE
1094451,10+ years,Sweetwater Fire Department,MORTGAGE
1083003,10+ years,Micron Technology,MORTGAGE
695681,10+ years,US Navy,MORTGAGE
839292,10+ years,Cummings Riter consultants,MORTGAGE
1099221,10+ years,City of Bend,MORTGAGE
1086085,10+ years,Sygma Network,MORTGAGE
1034500,10+ years,profita & associates llc,MORTGAGE
817896,10+ years,NYSDOT,MORTGAGE
922742,10+ years,CMS,MORTGAGE
833941,3 years,Tri-Star Marketing,MORTGAGE
1261507,4 years,pittsgrove twp schools,MORTGAGE
1200536,6 years,San Mateo County,MORTGAGE
1075695,6 years,TINA LAW FARMERS INSURANCE,MORTGAGE
1260820,6 years,Roma Bank,MORTGAGE
684895,7 years,Readington Farms,MORTGAGE
882262,7 years,"Allegheny Brick Supply, Inc.",MORTGAGE
683057,8 years,Military,MORTGAGE
1069319,8 years,Wells Fargo,MORTGAGE
997515,9 years,Belleville & Associates,MORTGAGE
996431,9 years,Citigroup,MORTGAGE
963899,1 year,US Government (DHS),MORTGAGE
1079534,2 years,APL Wealth Management Group,MORTGAGE
1074573,8 years,Bristol Myers-Squibb Pharmaceuticals,MORTGAGE
867550,< 1 year,Razorfish,MORTGAGE
841811,10+ years,Bureau of Land Management,MORTGAGE
1186691,10+ years,Community Neonatal Associates,MORTGAGE
1107445,10+ years,Mundy service corp,MORTGAGE
974758,10+ years,,MORTGAGE
990655,10+ years,United States Capitol Police,MORTGAGE
981840,10+ years,United States Airforce,MORTGAGE
1030709,10+ years,UPS,MORTGAGE
1260774,10+ years,United States Navy,MORTGAGE
753991,3 years,Forsyth County Schools,MORTGAGE
866895,4 years,frye family farms,MORTGAGE
852905,4 years,,MORTGAGE
1181163,6 years,City of Virginia Beach,MORTGAGE
1222479,6 years,MPI Research,MORTGAGE
924315,6 years,Greiner Buick GMC,MORTGAGE
740186,7 years,San Antonio Independent School District,MORTGAGE
993174,8 years,Compassion International,MORTGAGE
1238809,< 1 year,BCS Systems Inc,MORTGAGE
863978,< 1 year,HSHS Medical Group,MORTGAGE
956085,< 1 year,Precision Tune,MORTGAGE
829637,3 years,Veterans Administration,MORTGAGE
762686,6 years,ASM Research,MORTGAGE
938488,< 1 year,WillBrook Solutions  Inc.,MORTGAGE
1069387,10+ years,United Commercial Collections,MORTGAGE
759832,10+ years,United HomeCare,MORTGAGE
938569,2 years,US Customs  and  Border Protectio,MORTGAGE
811368,4 years,western asset mgmt.,MORTGAGE
988328,4 years,"RE/MAX, LLC",MORTGAGE
708344,5 years,Kramer Air Tool,MORTGAGE
722310,6 years,Prince William County Schools,MORTGAGE
1108891,7 years,verizon wireless,MORTGAGE
936841,8 years,Army National Guard / GED Plus Program,MORTGAGE
740074,8 years,ValleyCrest,MORTGAGE
811530,< 1 year,Summit Technical Solutions,MORTGAGE
1074665,< 1 year,Lincoln Financial Corporation,MORTGAGE
1104204,6 years,Temp Right Service,MORTGAGE
895972,< 1 year,"University of California, Irvine Medical",MORTGAGE
1242419,4 years,Seven Hills School,MORTGAGE
861767,1 year,Volt Services Group - 3M,MORTGAGE
865991,10+ years,american red cross,MORTGAGE
809441,10+ years,united parcel service,MORTGAGE
1018141,10+ years,Halliburton,MORTGAGE
826498,10+ years,Fisher & Paykel Appliances,MORTGAGE
670538,10+ years,Applebee's Restaurant,MORTGAGE
721553,10+ years,HOLLINGSWORTH LOGISTICS,MORTGAGE
696890,2 years,Atmos Energy,MORTGAGE
1049791,2 years,RMIC,MORTGAGE
961423,3 years,CSX Railroad,MORTGAGE
752476,3 years,Virginia Farm Bureau,MORTGAGE
911494,3 years,"ArgSoft Consulting, LLC",MORTGAGE
1202942,4 years,St. John Properties,MORTGAGE
674824,5 years,Northrop Grumman Aerospace Systems,MORTGAGE
719505,5 years,Thermofisher Scientific,MORTGAGE
867117,5 years,Jamaica Hospital Medical Center,MORTGAGE
840774,6 years,Northrop Grumman Aerospace Systems,MORTGAGE
782466,7 years,City of Oceanside,MORTGAGE
928851,8 years,Walmart DC 6069,MORTGAGE
971516,8 years,multifacetted homes,MORTGAGE
907783,< 1 year,"RWM, PLLC",MORTGAGE
894345,10+ years,Dr. V G,MORTGAGE
884960,2 years,Acton Research,MORTGAGE
1027341,3 years,Orlando Health,MORTGAGE
704486,6 years,fitch dustdown,MORTGAGE
1069116,8 years,Lockheed Martin,MORTGAGE
742740,8 years,GE / NBC / Universal,MORTGAGE
901707,1 year,AWI,MORTGAGE
852254,10+ years,Pine River-Backus Schools,MORTGAGE
850546,10+ years,Government Acquisitions,MORTGAGE
826252,10+ years,Greatwide Logistics,MORTGAGE
866022,10+ years,US Army,MORTGAGE
802387,10+ years,watson electrical construction co,MORTGAGE
934583,10+ years,,MORTGAGE
779680,10+ years,oldcastle precast,MORTGAGE
1058688,2 years,Sears Holding Corporation,MORTGAGE
916084,3 years,"Kamini Malhotra, M.D.",MORTGAGE
891717,3 years,McGuireWoods LLP,MORTGAGE
821204,4 years,Dell,MORTGAGE
947212,4 years,LOUISIANA TECH UNIVERSITY,MORTGAGE
913474,4 years,JPMorgan Chase,MORTGAGE
1221867,4 years,Cajun Iron Workers,MORTGAGE
1049114,5 years,Lane County Oregon,MORTGAGE
700884,5 years,SmartPak Equine LLC,MORTGAGE
956801,6 years,christopher and banks,MORTGAGE
801178,6 years,Infor Global Solutions,MORTGAGE
970248,7 years,Bobby Cox Companies Inc,MORTGAGE
863068,8 years,crater lake ford,MORTGAGE
788468,9 years,Lehr auto electric,MORTGAGE
1069013,1 year,Superior,MORTGAGE
